record_id,estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,total_shares,share_discrepancy
51,74231,3253,10804.51,False,1,False,True,1,2,1,1,True,False,0.0,7521.69,0.0,10028.91,21311.44,21311.44,60173.49,60173.479999999996,0.010000000002037268
52,141835,4084,41550.18,False,0,True,False,0,1,2,0,True,False,0.0,0.0,16033.47,0.0,0.0,48100.41,96200.82,64133.880000000005,32066.940000000002
53,88174,9371,13496.81,False,0,False,False,3,0,1,2,True,True,0.0,0.0,0.0,0.0,65306.19,0.0,65306.19,65306.19,0.0
54,115463,17006,18307.7,False,0,True,False,1,0,0,2,False,False,0.0,0.0,13358.22,0.0,66791.08,0.0,80149.3,80149.3,0.0
55,177735,10787,8654.0,True,0,True,False,0,2,2,1,False,False,36529.38,0.0,24352.92,0.0,0.0,97411.69,158294.0,158293.99,0.010000000009313226
56,149054,18285,3959.23,True,0,False,False,1,0,1,0,False,False,31702.44,0.0,0.0,0.0,95107.33,0.0,126809.77,126809.77,0.0
57,183927,53558,4290.58,False,0,True,True,3,1,0,0,True,False,0.0,0.0,21013.07,21013.07,72044.81,12007.47,126078.42,126078.42,0.0
58,111539,7887,25791.01,False,0,True,True,3,1,0,2,False,True,0.0,0.0,12976.83,12976.83,44491.99,7415.33,77860.99,77860.98,0.010000000009313226
59,185497,33187,5505.75,True,0,False,True,0,2,1,2,True,False,33877.9,0.0,0.0,22585.27,0.0,90341.08,146804.25,146804.25,0.0
60,129758,2859,21865.9,True,0,True,False,2,3,1,0,False,False,26258.28,0.0,17505.52,0.0,35011.03,26258.28,105033.1,105033.11,-0.00999999999476131
61,65910,14959,5531.4,False,1,True,True,3,2,2,1,False,False,0.0,5677.45,7569.93,7569.93,18451.71,6150.57,45419.6,45419.590000000004,0.00999999999476131
62,55736,12114,12843.91,True,0,False,True,3,0,2,0,False,False,7694.52,0.0,0.0,5129.68,17953.89,0.0,30778.09,30778.09,0.0
63,116523,23474,707.83,False,0,True,True,2,0,1,2,False,False,0.0,0.0,15390.19,15390.19,61560.78,0.0,92341.17,92341.16,0.00999999999476131
64,110908,17957,16762.73,True,0,True,True,0,3,1,1,True,False,15237.65,0.0,10158.44,10158.44,0.0,40633.74,76188.27,76188.26999999999,1.4551915228366852e-11
65,173986,42146,28473.33,True,0,True,False,2,3,1,1,False,True,25841.67,0.0,17227.78,0.0,34455.56,25841.67,103366.67,103366.68,-0.00999999999476131
66,162850,41081,3590.11,True,0,False,True,0,1,2,2,True,True,29544.72,0.0,0.0,19696.48,0.0,59089.44,118178.89,108330.64,9848.25
67,55206,751,1740.74,True,0,False,True,0,0,2,0,False,True,26357.13,0.0,0.0,8785.71,0.0,0.0,52714.26,35142.84,17571.420000000006
68,145926,24394,35723.22,False,1,True,True,2,3,1,0,False,True,0.0,10726.1,14301.46,14301.46,26559.86,19919.9,85808.78,85808.78,0.0
69,138596,36818,2215.19,True,0,True,False,0,0,0,0,True,True,49781.4,0.0,49781.41,0.0,0.0,0.0,99562.81,99562.81,0.0
70,100784,1900,11252.35,True,0,True,True,2,2,2,2,True,False,21907.91,0.0,14605.27,14605.27,24342.13,12171.06,87631.65,87631.64,0.00999999999476131
71,136547,17880,14820.34,False,0,True,True,1,3,1,0,False,True,0.0,0.0,17307.78,17307.78,27692.44,41538.66,103846.66,103846.66,0.0
72,151437,7303,37953.0,False,0,True,True,3,3,0,2,True,False,0.0,0.0,17696.83,17696.83,47191.56,23595.78,106181.0,106181.0,0.0
73,60064,15471,13773.35,True,0,True,False,1,2,1,2,True,True,7704.91,0.0,5136.61,0.0,8989.06,8989.06,30819.65,30819.64,0.010000000002037268
74,193523,481,43904.23,False,0,False,False,0,3,0,0,False,False,0.0,0.0,0.0,0.0,0.0,99425.18,149137.77,99425.18,49712.59
75,114880,25935,6620.57,True,0,True,True,3,1,0,0,False,False,20581.11,0.0,13720.74,13720.74,29401.58,4900.26,82324.43,82324.43,0.0
76,177249,49314,16112.6,False,0,False,True,3,1,0,2,False,True,0.0,0.0,0.0,18637.07,79873.14,13312.19,111822.4,111822.4,0.0
77,139013,11300,33867.1,True,0,False,False,3,3,0,2,False,False,23461.47,0.0,0.0,0.0,46922.95,23461.47,93845.9,93845.89,0.00999999999476131
78,189539,54737,11218.33,False,0,False,False,0,2,2,2,True,False,0.0,0.0,0.0,0.0,0.0,82389.11,123583.67,82389.11,41194.56
79,71997,8089,1046.61,False,0,True,True,0,0,0,2,False,True,0.0,0.0,52384.49,10476.9,0.0,0.0,62861.39,62861.39,0.0
80,180309,7602,7768.66,True,0,True,True,1,2,2,1,True,True,41234.58,0.0,27489.72,27489.72,34362.15,34362.15,164938.34,164938.32,0.01999999998952262
81,169268,23760,7409.35,True,0,False,False,3,1,2,0,False,False,34524.66,0.0,0.0,0.0,88777.7,14796.28,138098.65,138098.64,0.009999999980209395
82,110757,14388,23625.3,False,0,True,False,1,1,1,0,False,True,0.0,0.0,12123.95,0.0,40413.17,20206.58,72743.7,72743.7,0.0
83,145298,32318,37446.35,True,0,True,True,1,1,0,2,True,False,18883.41,0.0,12588.94,12588.94,20981.57,10490.78,75533.65,75533.64,0.00999999999476131
84,61265,1873,1210.83,False,0,False,False,2,2,0,0,False,False,0.0,0.0,0.0,0.0,38787.45,19393.72,58181.17,58181.17,0.0
85,66988,12863,9905.23,True,0,False,True,1,0,2,1,False,True,11054.94,0.0,0.0,7369.96,25794.87,0.0,44219.770000000004,44219.770000000004,0.0
86,149252,8848,31000.23,True,0,True,False,1,2,1,2,False,True,27350.94,0.0,18233.96,0.0,31909.43,31909.43,109403.77,109403.75999999998,0.010000000023865141
87,77712,1668,12723.7,False,1,True,True,2,0,0,0,True,False,0.0,7915.04,10553.38,10553.38,34298.5,0.0,63320.3,63320.299999999996,7.275957614183426e-12
88,143129,24330,9557.95,True,0,True,False,3,1,0,2,False,True,27310.26,0.0,18206.84,0.0,54620.53,9103.42,109241.05,109241.05,0.0
89,83814,1896,12156.99,True,0,True,False,1,0,1,0,False,True,17440.25,0.0,11626.83,0.0,40693.92,0.0,69761.01,69761.0,0.00999999999476131
90,140606,35963,2919.04,False,0,False,False,2,1,1,0,False,True,0.0,0.0,0.0,0.0,81379.17,20344.79,101723.96,101723.95999999999,1.4551915228366852e-11
91,80446,3410,25465.4,False,0,True,True,0,1,2,1,False,True,0.0,0.0,8595.1,8595.1,0.0,25785.3,51570.6,42975.5,8595.099999999999
92,103818,25611,8257.16,True,0,True,False,0,1,1,1,True,False,17487.46,0.0,11658.31,0.0,0.0,34974.92,69949.84,64120.689999999995,5829.1500000000015
93,67344,4357,9760.04,False,1,False,True,0,1,2,2,False,False,0.0,6653.37,0.0,8871.16,0.0,26613.48,53226.96,42138.009999999995,11088.950000000004
94,72332,11953,3708.32,True,0,True,False,2,3,2,2,False,True,14167.67,0.0,9445.11,0.0,18890.23,14167.67,56670.68,56670.67999999999,7.275957614183426e-12
95,150374,1542,40772.02,False,0,False,True,1,3,0,0,True,True,0.0,0.0,0.0,18010.0,36019.99,54029.99,108059.98000000001,108059.98,1.4551915228366852e-11
96,198241,55291,2481.62,True,0,False,False,1,1,0,1,False,True,35117.1,0.0,0.0,0.0,70234.19,35117.1,140468.38,140468.39,-0.010000000009313226
97,157197,40478,35854.95,True,0,True,False,1,2,0,0,False,False,20216.01,0.0,13477.34,0.0,23585.35,23585.35,80864.05,80864.04999999999,1.4551915228366852e-11
98,197428,56894,10756.94,True,0,True,False,3,1,0,2,False,False,32444.26,0.0,21629.51,0.0,64888.53,10814.76,129777.06,129777.05999999998,1.4551915228366852e-11
99,155060,37963,2468.46,True,0,False,False,3,2,1,0,True,False,28657.13,0.0,0.0,0.0,64478.55,21492.85,114628.54,114628.53,0.00999999999476131
100,87573,18208,15468.07,False,1,True,False,2,2,2,1,True,False,0.0,6737.12,8982.82,0.0,25451.33,12725.66,53896.93,53896.93000000001,-7.275957614183426e-12
101,163009,3882,22468.77,False,0,True,False,0,1,2,0,True,False,0.0,0.0,22776.37,0.0,0.0,68329.12,136658.23,91105.48999999999,45552.74000000002
102,87291,19638,10475.44,True,0,True,False,3,2,1,1,False,True,14294.39,0.0,9529.59,0.0,25015.18,8338.39,57177.56,57177.55,0.00999999999476131
103,195405,27140,29823.44,False,1,True,True,3,3,2,1,True,False,0.0,17305.19,23073.59,23073.59,49992.79,24996.39,138441.56,138441.55,0.010000000009313226
104,151849,2177,45114.13,True,0,True,True,2,3,1,2,False,False,26139.47,0.0,17426.31,17426.31,24894.73,18671.05,104557.87,104557.87,0.0
105,123947,29080,16248.87,True,0,True,False,1,0,1,1,False,True,19654.53,0.0,13103.02,0.0,45860.58,0.0,78618.13,78618.13,0.0
106,81384,17414,8704.14,True,0,True,False,1,3,2,2,False,False,13816.47,0.0,9210.98,0.0,12895.37,19343.05,55265.86,55265.869999999995,-0.00999999999476131
107,150778,28378,38843.65,False,0,True,False,2,3,2,2,True,True,0.0,0.0,13926.06,0.0,39788.74,29841.55,83556.35,83556.34999999999,1.4551915228366852e-11
108,175180,16502,52311.29,False,0,True,False,3,2,1,2,False,True,0.0,0.0,17727.78,0.0,66479.19,22159.73,106366.70999999999,106366.7,0.00999999999476131
109,141223,41583,851.63,False,0,False,False,3,1,0,1,True,False,0.0,0.0,0.0,0.0,84675.75,14112.62,98788.37,98788.37,0.0
110,147411,4392,21786.91,False,0,False,True,2,2,1,2,False,False,0.0,0.0,0.0,20205.35,67351.16,33675.58,121232.09,121232.09000000001,-1.4551915228366852e-11
111,136236,19137,15731.48,False,0,False,True,1,2,1,1,True,True,0.0,0.0,0.0,16894.59,42236.47,42236.47,101367.52,101367.53,-0.00999999999476131
112,150275,10453,31724.34,True,0,True,False,0,1,2,0,False,False,27024.42,0.0,18016.28,0.0,0.0,54048.83,108097.66,99089.53,9008.130000000005
113,176909,6140,17528.42,False,1,False,True,1,2,1,2,False,True,0.0,19155.07,0.0,25540.1,54272.71,54272.71,153240.58000000002,153240.59,-0.009999999980209395
114,84278,2877,25401.07,False,0,True,False,0,3,1,1,True,True,0.0,0.0,9333.32,0.0,0.0,37333.29,55999.93,46666.61,9333.32
115,151569,39497,28589.42,True,0,True,True,2,3,1,1,True,False,20870.65,0.0,13913.76,13913.76,19876.8,14907.6,83482.58,83482.57,0.00999999999476131
116,176014,36795,28879.4,False,0,False,False,3,0,0,1,False,True,0.0,0.0,0.0,0.0,110339.6,0.0,110339.6,110339.6,0.0
117,189452,51184,22779.1,False,0,True,False,2,0,0,1,False,True,0.0,0.0,19248.15,0.0,96240.75,0.0,115488.9,115488.9,0.0
118,163593,14886,44713.4,False,1,False,True,3,0,1,0,True,True,0.0,12999.2,0.0,17332.27,73662.13,0.0,103993.6,103993.6,0.0
119,100246,1854,27670.21,True,0,False,False,0,2,1,0,False,False,17680.45,0.0,0.0,0.0,0.0,47147.86,70721.79000000001,64828.31,5893.4800000000105
120,140643,38882,69.39,True,0,False,False,3,1,2,2,False,True,25422.9,0.0,0.0,0.0,65373.18,10895.53,101691.61,101691.61,0.0
121,130688,13142,15317.88,True,0,True,False,2,1,2,1,False,True,25557.03,0.0,17038.02,0.0,47706.46,11926.61,102228.12,102228.12000000001,-1.4551915228366852e-11
122,189147,37539,33849.76,True,0,True,False,2,0,1,1,False,True,29439.56,0.0,19626.37,0.0,68692.31,0.0,117758.23999999999,117758.23999999999,0.0
123,160194,11063,48180.56,False,0,False,True,2,1,2,2,True,True,0.0,0.0,0.0,16825.07,67300.29,16825.07,100950.44,100950.43,0.010000000009313226
124,137883,11297,21725.38,True,0,True,False,0,3,1,0,True,True,24198.6,0.0,16132.4,0.0,0.0,64529.61,104860.62,104860.61,0.00999999999476131
125,189780,51835,3218.32,True,0,False,True,1,0,2,2,False,True,33681.67,0.0,0.0,22454.45,78590.56,0.0,134726.68,134726.68,0.0
126,143264,18470,21900.99,False,0,False,False,3,0,0,2,False,False,0.0,0.0,0.0,0.0,102893.01,0.0,102893.01,102893.01,0.0
127,142564,31573,36689.72,True,0,True,False,3,3,0,1,True,False,18575.32,0.0,12383.55,0.0,28894.94,14447.47,74301.28,74301.28,0.0
128,89572,3934,4986.29,False,0,True,True,2,2,2,0,False,True,0.0,0.0,13441.95,13441.95,35845.2,17922.6,80651.71,80651.7,0.010000000009313226
129,100005,2996,15603.21,False,0,True,True,2,2,2,1,True,False,0.0,0.0,13567.63,13567.63,36180.35,18090.18,81405.79000000001,81405.79000000001,0.0
130,137724,4604,43640.14,False,1,True,False,2,3,1,1,False,False,0.0,11184.98,14913.31,0.0,36218.04,27163.53,89479.86,89479.86,0.0
131,66223,8661,13748.13,False,1,True,False,3,1,1,0,False,False,0.0,5476.73,7302.31,0.0,26601.28,4433.55,43813.87,43813.87,0.0
132,162302,31048,23138.96,True,0,True,False,0,1,2,2,False,True,27028.76,0.0,18019.17,0.0,0.0,54057.52,108115.04000000001,99105.44999999998,9009.590000000026
133,144316,39724,32492.98,True,0,False,False,1,0,0,2,False,True,18024.76,0.0,0.0,0.0,54074.26,0.0,72099.02,72099.02,0.0
134,102381,6145,29759.74,False,0,False,False,1,0,2,2,False,True,0.0,0.0,0.0,0.0,66476.26,0.0,66476.26,66476.26,0.0
135,143921,24991,16840.08,True,0,False,True,3,2,0,2,False,False,25522.48,0.0,0.0,17014.99,44664.34,14888.11,102089.92,102089.92,0.0
136,77081,5815,22440.89,False,0,False,False,3,1,2,2,True,True,0.0,0.0,0.0,0.0,41850.09,6975.02,48825.11,48825.11,0.0
137,53854,4430,12718.59,False,0,True,True,2,1,0,1,False,False,0.0,0.0,6117.57,6117.57,19576.22,4894.05,36705.41,36705.41,0.0
138,69369,10195,15298.04,True,0,False,False,1,1,0,0,False,True,10968.99,0.0,0.0,0.0,21937.98,10968.99,43875.96,43875.96,0.0
139,78284,2475,2593.69,False,0,False,True,0,2,0,2,False,False,0.0,0.0,0.0,12202.55,0.0,48810.21,73215.31,61012.759999999995,12202.550000000003
140,170915,11502,36020.6,False,0,False,False,0,3,0,1,True,False,0.0,0.0,0.0,0.0,0.0,82261.6,123392.4,82261.6,41130.79999999999
141,67173,16303,4035.58,True,0,False,True,0,3,2,1,False,True,10807.94,0.0,0.0,7205.3,0.0,28821.18,46834.42,46834.42,0.0
142,181034,51901,1773.8,True,0,True,True,0,0,0,1,False,True,63679.6,0.0,42453.07,21226.53,0.0,0.0,127359.2,127359.2,0.0
143,115486,31453,4158.6,False,0,True,True,3,0,1,2,True,False,0.0,0.0,13312.4,13312.4,53249.6,0.0,79874.4,79874.4,0.0
144,124427,19268,17214.58,False,1,True,False,3,0,0,0,False,False,0.0,10993.05,14657.4,0.0,62293.96,0.0,87944.42,87944.41,0.00999999999476131
145,126892,36297,9687.62,False,0,True,True,2,2,1,1,True,False,0.0,0.0,13484.56,13484.56,35958.84,17979.42,80907.38,80907.37999999999,1.4551915228366852e-11
146,183275,4155,25556.21,True,0,False,False,3,2,0,0,False,False,38390.95,0.0,0.0,0.0,86379.63,28793.21,153563.79,153563.79,0.0
147,176419,25177,36566.74,False,1,False,False,1,2,2,2,False,True,0.0,14334.41,0.0,0.0,50170.43,50170.43,114675.26000000001,114675.26999999999,-0.009999999980209395
148,67710,19308,13548.65,False,0,True,False,1,2,2,1,False,False,0.0,0.0,5808.89,0.0,14522.23,14522.23,34853.35,34853.35,0.0
149,150162,33175,15743.94,False,0,False,True,2,1,2,1,True,True,0.0,0.0,0.0,16873.84,67495.37,16873.84,101243.06,101243.04999999999,0.010000000009313226
150,153617,31094,27271.96,True,0,True,False,2,3,2,0,True,True,23812.76,0.0,15875.17,0.0,31750.35,23812.76,95251.04000000001,95251.04,1.4551915228366852e-11
151,174301,34835,21499.53,True,0,True,True,1,1,0,2,True,True,29491.62,0.0,19661.08,19661.08,32768.46,16384.23,117966.47,117966.46999999999,1.4551915228366852e-11
152,152268,1237,21669.24,False,0,True,True,1,0,0,1,True,True,0.0,0.0,21560.29,21560.29,86241.17,0.0,129361.76,129361.75,0.00999999999476131
153,110259,1776,17615.21,False,0,True,True,0,0,2,1,False,True,0.0,0.0,15144.63,15144.63,0.0,0.0,90867.79000000001,30289.26,60578.53000000001
154,52172,11182,3400.0,False,0,False,False,0,2,2,1,False,False,0.0,0.0,0.0,0.0,0.0,25060.0,37590.0,25060.0,12530.0
155,174648,16264,21038.54,False,0,False,True,3,2,2,0,False,True,0.0,0.0,0.0,22890.91,85840.91,28613.64,137345.46,137345.46000000002,-2.9103830456733704e-11
156,144959,7574,44144.66,False,0,False,False,2,2,1,2,True,True,0.0,0.0,0.0,0.0,62160.23,31080.11,93240.34,93240.34,0.0
157,181496,7044,51989.74,False,0,True,False,0,2,2,2,True,False,0.0,0.0,20410.38,0.0,0.0,81641.51,122462.26000000001,102051.89,20410.37000000001
158,186055,47492,18135.27,True,0,False,True,3,3,2,1,True,True,30106.93,0.0,0.0,20071.29,46833.01,23416.5,120427.73,120427.73000000001,-1.4551915228366852e-11
159,186776,41604,10676.88,False,0,True,False,1,3,1,2,False,True,0.0,0.0,22415.85,0.0,44831.71,67247.56,134495.12,134495.12,0.0
160,86805,14328,17745.24,False,0,False,True,2,1,2,1,True,False,0.0,0.0,0.0,9121.96,36487.84,9121.96,54731.759999999995,54731.759999999995,0.0
161,181965,27122,4441.87,True,0,True,False,0,2,1,0,True,False,34707.95,0.0,23138.64,0.0,0.0,92554.54,150401.13,150401.13,0.0
162,193118,11211,14176.0,True,0,False,False,0,3,2,0,True,False,41932.75,0.0,0.0,0.0,0.0,111820.67,167731.0,153753.41999999998,13977.580000000016
163,197275,37215,32112.23,True,0,False,True,2,2,2,0,True,True,31986.94,0.0,0.0,21324.63,49757.47,24878.73,127947.77,127947.77,0.0
164,83240,11879,21539.19,True,0,False,True,2,3,1,0,False,False,12455.45,0.0,0.0,8303.63,16607.27,12455.45,49821.81,49821.8,0.00999999999476131
165,179363,16322,34096.94,True,0,False,False,2,3,1,2,True,False,32236.01,0.0,0.0,0.0,55261.74,41446.31,128944.06,128944.06,0.0
166,99091,7887,11096.19,False,1,False,True,2,2,2,2,True,True,0.0,10013.48,0.0,13351.3,37828.69,18914.34,80107.81,80107.81,0.0
167,179802,16958,42944.16,False,0,False,False,3,3,2,0,True,True,0.0,0.0,0.0,0.0,79933.23,39966.61,119899.84,119899.84,0.0
168,164189,22357,45309.95,False,0,True,False,1,2,2,2,False,False,0.0,0.0,16087.01,0.0,40217.52,40217.52,96522.05,96522.04999999999,1.4551915228366852e-11
169,78385,3102,9390.08,True,0,True,False,3,1,0,0,False,False,16473.23,0.0,10982.15,0.0,32946.46,5491.08,65892.92,65892.92,0.0
170,127295,8399,17976.94,True,0,True,False,3,3,2,0,True,False,25229.76,0.0,16819.84,0.0,39246.3,19623.15,100919.06,100919.04999999999,0.010000000009313226
171,168167,17123,47977.69,False,0,True,True,2,2,1,0,False,True,0.0,0.0,17177.72,17177.72,45807.25,22903.62,103066.31,103066.31,0.0
172,175450,4751,32647.31,True,0,False,False,0,1,2,0,True,False,34512.92,0.0,0.0,0.0,0.0,69025.85,138051.69,103538.77,34512.92
173,165515,38537,7006.54,False,0,True,True,0,1,1,2,False,False,0.0,0.0,19995.24,19995.24,0.0,59985.73,119971.46,99976.21,19995.25
174,191693,4202,12477.34,True,0,False,False,1,3,1,1,False,True,43753.42,0.0,0.0,0.0,52504.1,78756.15,175013.66,175013.66999999998,-0.009999999980209395
175,188428,36081,20055.7,True,0,True,True,3,1,1,1,True,False,33072.82,0.0,22048.55,22048.55,47246.89,7874.48,132291.3,132291.29,0.009999999980209395
176,84614,6162,12789.8,False,0,True,True,1,0,2,1,False,False,0.0,0.0,10943.7,10943.7,43774.8,0.0,65662.2,65662.20000000001,-1.4551915228366852e-11
