record_id,estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters
58,111539,7887,25791.01,False,0,True,True,3,1,0,2,False,True,0,0,12976.83,12976.83,44491.99,7415.33
59,185497,33187,5505.75,True,0,False,True,0,2,1,2,True,False,33877.9,0,0,22585.27,0,90341.08
60,129758,2859,21865.9,True,0,True,False,2,3,1,0,False,False,26258.28,0,17505.52,0,35011.03,26258.28
61,65910,14959,5531.4,False,1,True,True,3,2,2,1,False,False,0,5677.45,7569.93,7569.93,18451.71,6150.57
62,55736,12114,12843.91,True,0,False,True,3,0,2,0,False,False,7694.52,0,0,5129.68,17953.89,0
63,116523,23474,707.83,False,0,True,True,2,0,1,2,False,False,0,0,15390.19,15390.19,61560.78,0
64,110908,17957,16762.73,True,0,True,True,0,3,1,1,True,False,15237.65,0,10158.44,10158.44,0,40633.74
65,173986,42146,28473.33,True,0,True,False,2,3,1,1,False,True,25841.67,0,17227.78,0,34455.56,25841.67
66,162850,41081,3590.11,True,0,False,True,0,1,2,2,True,True,29544.72,0,0,19696.48,0,59089.44
67,55206,751,1740.74,True,0,False,True,0,0,2,0,False,True,26357.13,0,0,8785.71,0,0
68,145926,24394,35723.22,False,1,True,True,2,3,1,0,False,True,0,10726.1,14301.46,14301.46,26559.86,19919.9
69,138596,36818,2215.19,True,0,True,False,0,0,0,0,True,True,49781.4,0,49781.41,0,0,0
70,100784,1900,11252.35,True,0,True,True,2,2,2,2,True,False,21907.91,0,14605.27,14605.27,24342.13,12171.06
71,136547,17880,14820.34,False,0,True,True,1,3,1,0,False,True,0,0,17307.78,17307.78,27692.44,41538.66
72,151437,7303,37953.0,False,0,True,True,3,3,0,2,True,False,0,0,17696.83,17696.83,47191.56,23595.78
73,60064,15471,13773.35,True,0,True,False,1,2,1,2,True,True,7704.91,0,5136.61,0,8989.06,8989.06
74,193523,481,43904.23,False,0,False,False,0,3,0,0,False,False,0,0,0,0,0,99425.18
75,114880,25935,6620.57,True,0,True,True,3,1,0,0,False,False,20581.11,0,13720.74,13720.74,29401.58,4900.26
76,177249,49314,16112.6,False,0,False,True,3,1,0,2,False,True,0,0,0,18637.07,79873.14,13312.19
77,139013,11300,33867.1,True,0,False,False,3,3,0,2,False,False,23461.47,0,0,0,46922.95,23461.47
78,189539,54737,11218.33,False,0,False,False,0,2,2,2,True,False,0,0,0,0,0,82389.11
79,71997,8089,1046.61,False,0,True,True,0,0,0,2,False,True,0,0,52384.49,10476.9,0,0
80,180309,7602,7768.66,True,0,True,True,1,2,2,1,True,True,41234.58,0,27489.72,27489.72,34362.15,34362.15
81,169268,23760,7409.35,True,0,False,False,3,1,2,0,False,False,34524.66,0,0,0,88777.7,14796.28
82,110757,14388,23625.3,False,0,True,False,1,1,1,0,False,True,0,0,12123.95,0,40413.17,20206.58
83,145298,32318,37446.35,True,0,True,True,1,1,0,2,True,False,18883.41,0,12588.94,12588.94,20981.57,10490.78
84,61265,1873,1210.83,False,0,False,False,2,2,0,0,False,False,0,0,0,0,38787.45,19393.72
85,66988,12863,9905.23,True,0,False,True,1,0,2,1,False,True,11054.94,0,0,7369.96,25794.87,0
86,149252,8848,31000.23,True,0,True,False,1,2,1,2,False,True,27350.94,0,18233.96,0,31909.43,31909.43
87,77712,1668,12723.7,False,1,True,True,2,0,0,0,True,False,0,7915.04,10553.38,10553.38,34298.5,0
88,143129,24330,9557.95,True,0,True,False,3,1,0,2,False,True,27310.26,0,18206.84,0,54620.53,9103.42
89,83814,1896,12156.99,True,0,True,False,1,0,1,0,False,True,17440.25,0,11626.83,0,40693.92,0
90,140606,35963,2919.04,False,0,False,False,2,1,1,0,False,True,0,0,0,0,81379.17,20344.79
91,80446,3410,25465.4,False,0,True,True,0,1,2,1,False,True,0,0,8595.1,8595.1,0,25785.3
92,103818,25611,8257.16,True,0,True,False,0,1,1,1,True,False,17487.46,0,11658.31,0,0,34974.92
93,67344,4357,9760.04,False,1,False,True,0,1,2,2,False,False,0,6653.37,0,8871.16,0,26613.48
94,72332,11953,3708.32,True,0,True,False,2,3,2,2,False,True,14167.67,0,9445.11,0,18890.23,14167.67
95,150374,1542,40772.02,False,0,False,True,1,3,0,0,True,True,0,0,0,18010.0,36019.99,54029.99
96,198241,55291,2481.62,True,0,False,False,1,1,0,1,False,True,35117.1,0,0,0,70234.19,35117.1
97,157197,40478,35854.95,True,0,True,False,1,2,0,0,False,False,20216.01,0,13477.34,0,23585.35,23585.35
98,197428,56894,10756.94,True,0,True,False,3,1,0,2,False,False,32444.26,0,21629.51,0,64888.53,10814.76
99,155060,37963,2468.46,True,0,False,False,3,2,1,0,True,False,28657.13,0,0,0,64478.55,21492.85
100,87573,18208,15468.07,False,1,True,False,2,2,2,1,True,False,0,6737.12,8982.82,0,25451.33,12725.66
101,163009,3882,22468.77,False,0,True,False,0,1,2,0,True,False,0,0,22776.37,0,0,68329.12
102,87291,19638,10475.44,True,0,True,False,3,2,1,1,False,True,14294.39,0,9529.59,0,25015.18,8338.39
103,195405,27140,29823.44,False,1,True,True,3,3,2,1,True,False,0,17305.19,23073.59,23073.59,49992.79,24996.39
104,151849,2177,45114.13,True,0,True,True,2,3,1,2,False,False,26139.47,0,17426.31,17426.31,24894.73,18671.05
105,123947,29080,16248.87,True,0,True,False,1,0,1,1,False,True,19654.53,0,13103.02,0,45860.58,0
106,81384,17414,8704.14,True,0,True,False,1,3,2,2,False,False,13816.47,0,9210.98,0,12895.37,19343.05
107,150778,28378,38843.65,False,0,True,False,2,3,2,2,True,True,0,0,13926.06,0,39788.74,29841.55
108,175180,16502,52311.29,False,0,True,False,3,2,1,2,False,True,0,0,17727.78,0,66479.19,22159.73
109,141223,41583,851.63,False,0,False,False,3,1,0,1,True,False,0,0,0,0,84675.75,14112.62
110,147411,4392,21786.91,False,0,False,True,2,2,1,2,False,False,0,0,0,20205.35,67351.16,33675.58
111,136236,19137,15731.48,False,0,False,True,1,2,1,1,True,True,0,0,0,16894.59,42236.47,42236.47
112,150275,10453,31724.34,True,0,True,False,0,1,2,0,False,False,27024.42,0,18016.28,0,0,54048.83
113,176909,6140,17528.42,False,1,False,True,1,2,1,2,False,True,0,19155.07,0,25540.1,54272.71,54272.71
114,84278,2877,25401.07,False,0,True,False,0,3,1,1,True,True,0,0,9333.32,0,0,37333.29
115,151569,39497,28589.42,True,0,True,True,2,3,1,1,True,False,20870.65,0,13913.76,13913.76,19876.8,14907.6
116,176014,36795,28879.4,False,0,False,False,3,0,0,1,False,True,0,0,0,0,110339.6,0
117,189452,51184,22779.1,False,0,True,False,2,0,0,1,False,True,0,0,19248.15,0,96240.75,0
118,163593,14886,44713.4,False,1,False,True,3,0,1,0,True,True,0,12999.2,0,17332.27,73662.13,0
119,100246,1854,27670.21,True,0,False,False,0,2,1,0,False,False,17680.45,0,0,0,0,47147.86
120,140643,38882,69.39,True,0,False,False,3,1,2,2,False,True,25422.9,0,0,0,65373.18,10895.53
121,130688,13142,15317.88,True,0,True,False,2,1,2,1,False,True,25557.03,0,17038.02,0,47706.46,11926.61
122,189147,37539,33849.76,True,0,True,False,2,0,1,1,False,True,29439.56,0,19626.37,0,68692.31,0
123,160194,11063,48180.56,False,0,False,True,2,1,2,2,True,True,0,0,0,16825.07,67300.29,16825.07
124,137883,11297,21725.38,True,0,True,False,0,3,1,0,True,True,24198.6,0,16132.4,0,0,64529.61
125,189780,51835,3218.32,True,0,False,True,1,0,2,2,False,True,33681.67,0,0,22454.45,78590.56,0
126,143264,18470,21900.99,False,0,False,False,3,0,0,2,False,False,0,0,0,0,102893.01,0
127,142564,31573,36689.72,True,0,True,False,3,3,0,1,True,False,18575.32,0,12383.55,0,28894.94,14447.47
128,89572,3934,4986.29,False,0,True,True,2,2,2,0,False,True,0,0,13441.95,13441.95,35845.2,17922.6
129,100005,2996,15603.21,False,0,True,True,2,2,2,1,True,False,0,0,13567.63,13567.63,36180.35,18090.18
130,137724,4604,43640.14,False,1,True,False,2,3,1,1,False,False,0,11184.98,14913.31,0,36218.04,27163.53
131,66223,8661,13748.13,False,1,True,False,3,1,1,0,False,False,0,5476.73,7302.31,0,26601.28,4433.55
132,162302,31048,23138.96,True,0,True,False,0,1,2,2,False,True,27028.76,0,18019.17,0,0,54057.52
133,144316,39724,32492.98,True,0,False,False,1,0,0,2,False,True,18024.76,0,0,0,54074.26,0
134,102381,6145,29759.74,False,0,False,False,1,0,2,2,False,True,0,0,0,0,66476.26,0
135,143921,24991,16840.08,True,0,False,True,3,2,0,2,False,False,25522.48,0,0,17014.99,44664.34,14888.11
136,77081,5815,22440.89,False,0,False,False,3,1,2,2,True,True,0,0,0,0,41850.09,6975.02
137,53854,4430,12718.59,False,0,True,True,2,1,0,1,False,False,0,0,6117.57,6117.57,19576.22,4894.05
138,69369,10195,15298.04,True,0,False,False,1,1,0,0,False,True,10968.99,0,0,0,21937.98,10968.99
139,78284,2475,2593.69,False,0,False,True,0,2,0,2,False,False,0,0,0,12202.55,0,48810.21
140,170915,11502,36020.6,False,0,False,False,0,3,0,1,True,False,0,0,0,0,0,82261.6
141,67173,16303,4035.58,True,0,False,True,0,3,2,1,False,True,10807.94,0,0,7205.3,0,28821.18
142,181034,51901,1773.8,True,0,True,True,0,0,0,1,False,True,63679.6,0,42453.07,21226.53,0,0
143,115486,31453,4158.6,False,0,True,True,3,0,1,2,True,False,0,0,13312.4,13312.4,53249.6,0
144,124427,19268,17214.58,False,1,True,False,3,0,0,0,False,False,0,10993.05,14657.4,0,62293.96,0
145,126892,36297,9687.62,False,0,True,True,2,2,1,1,True,False,0,0,13484.56,13484.56,35958.84,17979.42
146,183275,4155,25556.21,True,0,False,False,3,2,0,0,False,False,38390.95,0,0,0,86379.63,28793.21
147,176419,25177,36566.74,False,1,False,False,1,2,2,2,False,True,0,14334.41,0,0,50170.43,50170.43
148,67710,19308,13548.65,False,0,True,False,1,2,2,1,False,False,0,0,5808.89,0,14522.23,14522.23
149,150162,33175,15743.94,False,0,False,True,2,1,2,1,True,True,0,0,0,16873.84,67495.37,16873.84
150,153617,31094,27271.96,True,0,True,False,2,3,2,0,True,True,23812.76,0,15875.17,0,31750.35,23812.76
151,174301,34835,21499.53,True,0,True,True,1,1,0,2,True,True,29491.62,0,19661.08,19661.08,32768.46,16384.23
152,152268,1237,21669.24,False,0,True,True,1,0,0,1,True,True,0,0,21560.29,21560.29,86241.17,0
153,110259,1776,17615.21,False,0,True,True,0,0,2,1,False,True,0,0,15144.63,15144.63,0,0
154,52172,11182,3400.0,False,0,False,False,0,2,2,1,False,False,0,0,0,0,0,25060.0
155,174648,16264,21038.54,False,0,False,True,3,2,2,0,False,True,0,0,0,22890.91,85840.91,28613.64
156,144959,7574,44144.66,False,0,False,False,2,2,1,2,True,True,0,0,0,0,62160.23,31080.11
157,181496,7044,51989.74,False,0,True,False,0,2,2,2,True,False,0,0,20410.38,0,0,81641.51
158,186055,47492,18135.27,True,0,False,True,3,3,2,1,True,True,30106.93,0,0,20071.29,46833.01,23416.5
159,186776,41604,10676.88,False,0,True,False,1,3,1,2,False,True,0,0,22415.85,0,44831.71,67247.56
160,86805,14328,17745.24,False,0,False,True,2,1,2,1,True,False,0,0,0,9121.96,36487.84,9121.96
161,181965,27122,4441.87,True,0,True,False,0,2,1,0,True,False,34707.95,0,23138.64,0,0,92554.54
162,193118,11211,14176.0,True,0,False,False,0,3,2,0,True,False,41932.75,0,0,0,0,111820.67
163,197275,37215,32112.23,True,0,False,True,2,2,2,0,True,True,31986.94,0,0,21324.63,49757.47,24878.73
164,83240,11879,21539.19,True,0,False,True,2,3,1,0,False,False,12455.45,0,0,8303.63,16607.27,12455.45
165,179363,16322,34096.94,True,0,False,False,2,3,1,2,True,False,32236.01,0,0,0,55261.74,41446.31
166,99091,7887,11096.19,False,1,False,True,2,2,2,2,True,True,0,10013.48,0,13351.3,37828.69,18914.34
167,179802,16958,42944.16,False,0,False,False,3,3,2,0,True,True,0,0,0,0,79933.23,39966.61
168,164189,22357,45309.95,False,0,True,False,1,2,2,2,False,False,0,0,16087.01,0,40217.52,40217.52
169,78385,3102,9390.08,True,0,True,False,3,1,0,0,False,False,16473.23,0,10982.15,0,32946.46,5491.08
170,127295,8399,17976.94,True,0,True,False,3,3,2,0,True,False,25229.76,0,16819.84,0,39246.3,19623.15
171,168167,17123,47977.69,False,0,True,True,2,2,1,0,False,True,0,0,17177.72,17177.72,45807.25,22903.62
172,175450,4751,32647.31,True,0,False,False,0,1,2,0,True,False,34512.92,0,0,0,0,69025.85
173,165515,38537,7006.54,False,0,True,True,0,1,1,2,False,False,0,0,19995.24,19995.24,0,59985.73
174,191693,4202,12477.34,True,0,False,False,1,3,1,1,False,True,43753.42,0,0,0,52504.1,78756.15
175,188428,36081,20055.7,True,0,True,True,3,1,1,1,True,False,33072.82,0,22048.55,22048.55,47246.89,7874.48
176,84614,6162,12789.8,False,0,True,True,1,0,2,1,False,False,0,0,10943.7,10943.7,43774.8,0
177,138020,23296,8761.92,False,0,False,False,0,3,1,0,False,False,0,0,0,0,0,70641.39
178,129039,5773,29606.73,False,0,False,True,3,1,0,1,False,False,0,0,0,15609.88,66899.48,11149.91
179,199151,3751,29287.53,True,0,False,False,0,0,2,2,False,False,83056.24,0,0,0,0,0
180,113203,12357,30357.63,False,1,True,False,3,0,0,2,False,False,0,8811.05,11748.06,0,49929.26,0
181,108896,16753,14877.98,False,1,True,True,3,2,0,1,False,False,0,9658.13,12877.5,12877.5,31388.91,10462.97
182,50904,1209,6390.95,True,0,True,False,0,0,1,0,False,False,21652.03,0,7217.34,0,0,0
183,77165,12147,19716.64,True,0,False,True,2,0,0,0,True,True,11325.34,0,0,7550.23,26425.79,0
184,105636,20584,7126.34,False,0,False,False,2,1,2,1,False,False,0,0,0,0,62340.53,15585.13
185,139814,17523,10694.77,False,0,False,False,3,2,0,1,True,True,0,0,0,0,83697.17,27899.06
186,52187,15173,4798.83,False,0,True,False,3,1,2,1,False,True,0,0,5369.19,0,23010.84,3835.14
187,108133,31777,12600.94,True,0,False,True,2,3,2,0,True,True,15938.76,0,0,10625.84,21251.69,15938.77
188,77711,12718,12175.1,False,0,False,False,2,2,1,1,False,False,0,0,0,0,35211.93,17605.97
189,198600,37760,20501.0,True,0,False,True,0,3,1,0,False,True,32385.92,0,0,21590.62,0,86362.46
190,124908,18933,23300.76,False,0,False,True,3,0,0,1,False,False,0,0,0,13779.04,68895.2,0
191,135174,10106,20928.07,True,0,True,True,1,0,2,0,False,False,26034.98,0,17356.65,17356.65,43391.64,0
192,69060,14043,7577.39,True,0,False,True,1,0,2,1,False,True,11859.9,0,0,7906.6,27673.11,0
193,115127,2050,18242.18,True,0,False,False,0,0,0,1,True,True,47417.41,0,0,0,0,0
194,99337,12918,8223.0,False,0,False,True,1,3,1,2,True,False,0,0,0,13032.67,26065.33,39098.0
195,107166,810,28992.31,True,0,False,False,1,3,1,0,True,True,19340.92,0,0,0,23209.11,34813.66
196,99692,18453,2601.21,True,0,False,False,0,1,0,0,False,False,19659.45,0,0,0,0,39318.89
197,195607,20800,46926.82,False,0,False,True,1,1,1,1,False,False,0,0,0,21313.36,71044.54,35522.27
198,146742,42175,5232.28,True,0,True,True,2,0,0,1,True,True,24833.68,0,16555.79,16555.79,41389.47,0
199,102058,21121,26820.75,False,0,True,True,0,1,1,2,True,False,0,0,9019.38,9019.38,0,27058.12
200,133880,4970,17407.93,True,0,True,False,2,2,0,0,False,True,27875.52,0,18583.68,0,43361.92,21680.96
201,70030,3954,14659.27,True,0,False,False,3,3,2,2,False,False,12854.18,0,0,0,25708.36,12854.18
202,74855,5620,2283.92,False,0,True,True,2,0,1,1,False,True,0,0,11158.51,11158.51,44634.05,0
203,146903,3128,27432.77,True,0,False,False,3,1,2,0,True,False,29085.56,0,0,0,74791.43,12465.24
204,143472,38348,20904.64,False,1,True,True,1,2,1,0,False,False,0,10527.42,14036.56,14036.56,22809.41,22809.41
205,166409,32339,7989.82,False,0,True,False,1,0,1,1,False,True,0,0,21013.36,0,105066.82,0
206,185792,19091,33185.4,True,0,False,False,1,2,2,1,True,False,33378.9,0,0,0,50068.35,50068.35
207,69526,5905,2965.19,True,0,False,True,2,0,2,1,False,False,15163.95,0,0,10109.3,35382.56,0
208,188165,26159,37950.04,False,1,True,False,1,3,1,2,True,False,0,15506.99,20675.99,0,35149.19,52723.78
209,150227,15782,12100.69,False,0,True,False,0,3,0,2,True,False,0,0,20390.72,0,0,81562.87
210,64555,9162,12437.4,True,0,False,False,0,3,0,1,False,True,10738.9,0,0,0,0,28637.07
211,114582,7875,1120.65,True,0,True,True,1,1,2,2,True,True,26396.59,0,17597.72,17597.72,29329.54,14664.77
212,59115,14669,13219.97,False,0,False,False,2,2,2,1,False,True,0,0,0,0,20817.35,10408.68
213,119168,34891,8612.84,False,1,True,True,0,2,2,1,False,True,0,8407.13,11209.51,11209.51,0,44838.02
214,125724,2650,35401.66,True,0,True,True,1,3,2,0,True,False,21918.08,0,14612.06,14612.06,14612.06,21918.08
215,149711,33747,25644.83,True,0,True,False,0,0,0,1,True,False,45159.58,0,45159.59,0,0,0
216,146360,30077,19684.35,False,0,True,True,0,3,1,1,False,False,0,0,16099.77,16099.77,0,64399.1
217,58269,418,5503.48,True,0,False,True,2,1,2,2,False,True,13086.88,0,0,8724.59,24428.84,6107.21
218,61744,1833,1400.34,False,0,True,True,0,2,0,1,True,True,0,0,9751.78,9751.78,0,39007.11
219,121911,33572,9124.47,True,0,False,True,3,0,2,2,False,True,19803.63,0,0,13202.42,46208.48,0
220,141864,413,20755.66,False,1,True,False,1,2,0,0,True,True,0,15086.92,20115.89,0,42746.27,42746.27
221,188701,55076,8410.44,True,0,False,False,1,0,0,0,True,True,31303.64,0,0,0,93910.92,0
222,108246,21476,19662.19,False,0,False,True,1,2,0,1,True,False,0,0,0,11184.63,27961.59,27961.59
223,131259,13808,28403.93,True,0,False,False,1,0,1,2,False,False,22261.77,0,0,0,66785.3,0
224,145876,10548,42624.24,False,0,True,True,0,2,2,1,False,False,0,0,15450.63,15450.63,0,61802.51
225,126085,17694,4629.31,False,0,True,True,1,1,2,0,True,True,0,0,17293.61,17293.61,46116.31,23058.15
226,93407,17349,3137.86,False,0,False,False,1,2,1,0,False,True,0,0,0,0,36460.07,36460.07
227,191953,48791,15782.72,True,0,False,True,0,1,2,2,True,True,31844.82,0,0,21229.88,0,63689.64
228,117063,18632,22072.0,False,0,True,True,0,2,2,1,False,True,0,0,12726.5,12726.5,0,50906.0
229,50312,7422,8615.18,False,0,True,False,1,1,1,1,True,True,0,0,5712.47,0,19041.57,9520.78
230,79330,19046,10537.2,False,0,False,True,2,1,2,2,False,False,0,0,0,8291.13,33164.53,8291.13
231,82487,19544,4347.69,False,1,True,False,1,2,1,0,True,False,0,7324.41,9765.88,0,20752.51,20752.51
232,52859,3721,13974.37,True,0,False,True,3,0,0,0,False,False,8790.91,0,0,5860.6,20512.12,0
233,56869,16161,6186.31,True,0,False,False,0,0,1,1,True,True,17260.85,0,0,0,0,0
234,109591,25507,20034.69,True,0,True,True,2,1,1,0,False,True,16012.33,0,10674.88,10674.88,21349.77,5337.44
235,149867,31700,38353.3,False,1,True,False,1,0,1,2,False,False,0,9976.71,13302.28,0,56534.7,0
236,186185,44054,17337.45,False,0,True,False,3,2,2,2,True,True,0,0,20798.92,0,77995.97,25998.66
237,58405,12097,6010.61,False,0,True,False,2,0,0,1,True,False,0,0,6716.23,0,33581.16,0
238,184897,10678,3596.85,True,0,False,False,3,2,0,1,True,True,42655.54,0,0,0,95974.96,31991.65
239,104138,23433,2734.44,True,0,False,False,2,2,1,0,True,False,19492.64,0,0,0,38985.28,19492.64
240,178176,29300,2575.55,True,0,True,False,0,0,1,0,False,False,73150.23,0,24383.41,0,0,0
241,151976,23754,36251.64,True,0,True,True,2,2,0,1,True,True,22992.59,0,15328.39,15328.39,25547.32,12773.66
242,141791,24935,31457.91,False,0,False,False,2,0,2,2,False,False,0,0,0,0,85398.09,0
243,57213,14527,9653.75,True,0,False,True,3,2,1,2,True,True,8258.06,0,0,5505.38,14451.61,4817.2
244,114300,21072,7234.8,False,0,True,True,2,1,1,0,True,False,0,0,14332.2,14332.2,45863.04,11465.76
245,175969,12039,4975.1,True,0,False,True,0,2,1,2,True,True,36681.9,0,0,24454.6,0,97818.4
246,140841,360,18287.87,True,0,True,False,2,1,0,0,True,True,30548.28,0,20365.52,0,57023.46,14255.87
247,186782,14172,56370.57,False,0,False,False,2,0,0,1,True,True,0,0,0,0,116239.43,0
248,191977,33586,27191.99,True,0,True,True,3,3,1,0,True,False,32799.75,0,21866.5,21866.5,36444.17,18222.08
249,143374,19570,38128.75,True,0,True,False,1,2,2,0,True,True,21418.81,0,14279.21,0,24988.61,24988.61
250,140874,33437,1648.1,False,1,True,True,1,2,0,1,True,False,0,13223.61,17631.48,17631.48,28651.16,28651.16
251,165884,13823,39562.52,True,0,False,True,1,1,0,1,False,True,28124.62,0,0,18749.75,43749.41,21874.7
252,73032,9226,16510.58,True,0,True,False,3,2,2,1,True,True,11823.85,0,7882.57,0,20691.75,6897.25
253,53202,10241,3247.55,True,0,False,True,0,0,1,2,True,False,19856.72,0,0,6618.91,0,0
254,152870,4936,25560.24,False,0,True,False,1,0,1,1,True,False,0,0,20395.63,0,101978.13,0
255,60399,7677,15852.46,False,0,False,False,3,3,0,2,True,True,0,0,0,0,24579.69,12289.85
