debts,bequests,wife,husband,sons,daughters,father,mother,brothers,sisters,debts_minmax,bequests_minmax,wife_minmax,husband_minmax,sons_minmax,daughters_minmax,father_minmax,mother_minmax,brothers_minmax,sisters_minmax,debts_standard,bequests_standard,wife_standard,husband_standard,sons_standard,daughters_standard,father_standard,mother_standard,brothers_standard,sisters_standard
35312.17,154915.64,0,0,5,3,1,0,3,3,0.14321328848913328,0.49610540138309583,0.0,0.0,1.0,0.6000000000000001,1.0,0.0,1.0,1.0,-0.5492513950594127,1.2305090540318258,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,0.30851735627618226,1.0010005005003753,-1.002202425332804,1.3610111252876211,1.3397444798761184
114390.39,105808.58,0,1,5,4,1,1,0,3,0.46395442323256425,0.338837845841603,0.0,1.0,1.0,0.8,1.0,1.0,0.0,1.0,0.9001069715858764,0.4660425526386374,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.8971785970244792,1.0010005005003753,0.9978024146847653,-1.3269634473673253,1.3397444798761184
116354.66,59002.74,1,0,3,4,1,0,0,3,0.47192149923329463,0.18894005025241015,1.0,0.0,0.6000000000000001,0.8,1.0,0.0,0.0,1.0,0.9361084288626126,-0.2626000651350462,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.8971785970244792,1.0010005005003753,-1.002202425332804,-1.3269634473673253,1.3397444798761184
102059.92,86538.59,0,1,4,5,0,0,1,0,0.41394205649340604,0.2771248411818043,0.0,1.0,0.8,1.0,0.0,0.0,0.3333333333333333,0.0,0.6741121292744442,0.16605998725635376,-0.7850428177076678,1.307680045068748,0.8693052049019865,1.4858398377727762,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
70735.59,52488.2,0,0,0,5,1,0,0,3,0.286890623756583,0.16807694459556005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0999947583338992,-0.3640141510523457,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,1.4858398377727762,1.0010005005003753,-1.002202425332804,-1.3269634473673253,1.3397444798761184
61447.5,65950.36,0,0,5,0,1,0,3,1,0.2492181454661117,0.21119011397504364,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,-0.07023885278752509,-0.15444407382932876,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-1.4574663659687084,1.0010005005003753,-1.002202425332804,1.3610111252876211,-0.43628054812960637
214655.79,147419.82,1,0,4,2,1,1,2,3,0.8706307264106581,0.47209970264692563,1.0,0.0,0.8,0.4,1.0,1.0,0.6666666666666666,1.0,2.7377873894687847,1.1138190446834124,1.2738158702222242,-0.7647130532969382,0.8693052049019865,-0.28014388447211463,1.0010005005003753,0.9978024146847653,0.4650196010693057,1.3397444798761184
62718.49,16992.03,0,1,1,3,1,0,0,0,0.25437327888777383,0.05439887290922268,0.0,1.0,0.2,0.6000000000000001,1.0,0.0,0.0,0.0,-0.04694394313449429,-0.9165952441326043,-0.7850428177076678,1.307680045068748,-0.8871034795713161,0.30851735627618226,1.0010005005003753,-1.002202425332804,-1.3269634473673253,-1.3242930621324687
6989.03,70511.4,0,0,2,5,1,0,1,0,0.028334677626407016,0.22579704852838423,0.0,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.0,-1.0683624717713802,-0.08344079463659389,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,1.4858398377727762,1.0010005005003753,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
37898.76,91427.93,0,1,0,0,1,1,1,0,0.15370449342161677,0.29278317116554275,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,-0.5018439564804835,0.24217402552135614,-0.7850428177076678,1.307680045068748,-1.472573041062417,-1.4574663659687084,1.0010005005003753,0.9978024146847653,-0.43097192314900984,-1.3242930621324687
10212.18,18949.62,1,0,1,5,1,0,3,1,0.04140776890803032,0.06066814242062228,1.0,0.0,0.2,1.0,1.0,0.0,1.0,0.3333333333333333,-1.0092880588742164,-0.886120766970618,1.2738158702222242,-0.7647130532969382,-0.8871034795713161,1.4858398377727762,1.0010005005003753,-1.002202425332804,1.3610111252876211,-0.43628054812960637
44099.28,90135.39,0,1,4,0,0,1,3,1,0.17885379269516308,0.28864375401779246,0.0,1.0,0.8,0.0,0.0,1.0,1.0,0.3333333333333333,-0.3881998261554529,0.22205261056165898,-0.7850428177076678,1.307680045068748,0.8693052049019865,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,1.3610111252876211,-0.43628054812960637
127918.66,6616.2,1,0,4,3,0,0,1,0,0.5188250648696107,0.021169813364340796,1.0,0.0,0.8,0.6000000000000001,0.0,0.0,0.3333333333333333,0.0,1.1480552854292643,-1.0781193601996317,1.2738158702222242,-0.7647130532969382,0.8693052049019865,0.30851735627618226,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
104098.49,111678.74,0,1,5,2,0,0,2,3,0.4222104931761477,0.3576372957340919,0.0,1.0,1.0,0.4,0.0,0.0,0.6666666666666666,1.0,0.7114753689312309,0.5574253533564617,-0.7850428177076678,1.307680045068748,1.4547747663930872,-0.28014388447211463,-0.9990004995003746,-1.002202425332804,0.4650196010693057,1.3397444798761184
91372.12,55829.86,1,0,0,0,0,1,2,3,0.3705923566656805,0.17877876017260305,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.47822440758531765,-0.3119933799240076,1.2738158702222242,-0.7647130532969382,-1.472573041062417,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,0.4650196010693057,1.3397444798761184
14514.68,11125.64,0,1,1,2,1,1,2,2,0.058858702075640965,0.035611496610314576,0.0,1.0,0.2,0.4,1.0,1.0,0.6666666666666666,0.6666666666666666,-0.9304311451438446,-1.0079193559631228,-0.7850428177076678,1.307680045068748,-0.8871034795713161,-0.28014388447211463,1.0010005005003753,0.9978024146847653,0.4650196010693057,0.45173196587325604
133674.36,57902.75,0,1,2,4,1,1,2,1,0.5421701749295331,0.18541728308980487,0.0,1.0,0.4,0.8,1.0,1.0,0.6666666666666666,0.3333333333333333,1.2535466830720066,-0.2797239879858031,-0.7850428177076678,1.307680045068748,-0.3016339180802152,0.8971785970244792,1.0010005005003753,0.9978024146847653,0.4650196010693057,-0.43628054812960637
16909.03,46788.71,1,0,2,1,1,0,2,3,0.06857018187340239,0.149824073009821,1.0,0.0,0.4,0.2,1.0,0.0,0.6666666666666666,1.0,-0.8865471122814819,-0.45274007315042,1.2738158702222242,-0.7647130532969382,-0.3016339180802152,-0.8688051252204115,1.0010005005003753,-1.002202425332804,0.4650196010693057,1.3397444798761184
2939.75,4874.48,0,0,1,3,0,1,2,1,0.01191080437668187,0.015591877180872902,0.0,0.0,0.2,0.6000000000000001,0.0,1.0,0.6666666666666666,0.3333333333333333,-1.1425783285128375,-1.105233314787965,-0.7850428177076678,-0.7647130532969382,-0.8871034795713161,0.30851735627618226,-0.9990004995003746,0.9978024146847653,0.4650196010693057,-0.43628054812960637
21096.11,186864.7,0,1,3,4,1,0,2,1,0.08555297170430051,0.5984236946804036,0.0,1.0,0.6000000000000001,0.8,1.0,0.0,0.6666666666666666,0.3333333333333333,-0.8098056349213041,1.7278710651357496,-0.7850428177076678,1.307680045068748,0.28383564341088563,0.8971785970244792,1.0010005005003753,-1.002202425332804,0.4650196010693057,-0.43628054812960637
45286.16,128535.46,0,0,4,1,1,0,3,3,0.18366777609039234,0.4116216953061167,0.0,0.0,0.8,0.2,1.0,0.0,1.0,1.0,-0.366446498144226,0.8198397142113893,-0.7850428177076678,-0.7647130532969382,0.8693052049019865,-0.8688051252204115,1.0010005005003753,-1.002202425332804,1.3610111252876211,1.3397444798761184
24878.21,14201.76,0,0,4,1,1,0,2,1,0.10089316329830869,0.04546290846336171,0.0,0.0,0.8,0.2,1.0,0.0,0.6666666666666666,0.3333333333333333,-0.7404866962996565,-0.9600323373905262,-0.7850428177076678,-0.7647130532969382,0.8693052049019865,-0.8688051252204115,1.0010005005003753,-1.002202425332804,0.4650196010693057,-0.43628054812960637
87625.89,171214.4,0,1,2,5,0,0,0,2,0.3553976537347106,0.5483029091051517,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.6666666666666666,0.4095629001073095,1.4842374595655154,-0.7850428177076678,1.307680045068748,-0.3016339180802152,1.4858398377727762,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,0.45173196587325604
47917.88,140066.42,1,0,0,1,1,1,0,2,0.1943420282312091,0.4485501103292668,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.6666666666666666,-0.3182119096485854,0.9993461364835596,1.2738158702222242,-0.7647130532969382,-1.472573041062417,-0.8688051252204115,1.0010005005003753,0.9978024146847653,-1.3269634473673253,0.45173196587325604
5950.26,13669.93,1,0,4,3,0,0,0,1,0.02412142815597845,0.043759699106832695,1.0,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.3333333333333333,-1.0874012158215134,-0.9683115180100937,1.2738158702222242,-0.7647130532969382,0.8693052049019865,0.30851735627618226,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,-0.43628054812960637
55454.7,113345.13,0,0,3,3,1,0,3,2,0.22491135818270505,0.36297398422407257,0.0,0.0,0.6000000000000001,0.6000000000000001,1.0,0.0,1.0,0.6666666666666666,-0.18007585746001128,0.5833666199127694,-0.7850428177076678,-0.7647130532969382,0.28383564341088563,0.30851735627618226,1.0010005005003753,-1.002202425332804,1.3610111252876211,0.45173196587325604
67960.89,100155.42,0,1,5,3,0,0,2,3,0.2756364449628191,0.3207333481525752,0.0,1.0,1.0,0.6000000000000001,0.0,0.0,0.6666666666666666,1.0,0.049139609344320545,0.37803786559331404,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.30851735627618226,-0.9990004995003746,-1.002202425332804,0.4650196010693057,1.3397444798761184
91137.19,182016.43,1,0,3,4,1,0,3,0,0.36963948095875043,0.5828968932081681,1.0,0.0,0.6000000000000001,0.8,1.0,0.0,1.0,0.0,0.4739185726654628,1.652396377693464,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.8971785970244792,1.0010005005003753,-1.002202425332804,1.3610111252876211,-1.3242930621324687
76842.87,168170.72,0,1,0,2,1,1,0,2,0.3116617417381949,0.538555387802705,0.0,1.0,0.0,0.4,1.0,1.0,0.0,0.6666666666666666,0.21192997090501473,1.4368554456359417,-0.7850428177076678,1.307680045068748,-1.472573041062417,-0.28014388447211463,1.0010005005003753,0.9978024146847653,-1.3269634473673253,0.45173196587325604
49452.48,6999.44,1,0,1,3,0,0,2,0,0.20056636339425743,0.022397156601458263,1.0,0.0,0.2,0.6000000000000001,0.0,0.0,0.6666666666666666,0.0,-0.2900855134113678,-1.072153331241801,1.2738158702222242,-0.7647130532969382,-0.8871034795713161,0.30851735627618226,-0.9990004995003746,-1.002202425332804,0.4650196010693057,-1.3242930621324687
70586.78,25662.77,0,1,1,2,1,1,3,1,0.28628705063289395,0.08216730548359882,0.0,1.0,0.2,0.4,1.0,1.0,1.0,0.3333333333333333,0.09726734465993839,-0.7816148508390539,-0.7850428177076678,1.307680045068748,-0.8871034795713161,-0.28014388447211463,1.0010005005003753,0.9978024146847653,1.3610111252876211,-0.43628054812960637
12575.39,21900.38,1,0,5,1,1,1,2,2,0.05099294491524221,0.0701180832680201,1.0,0.0,1.0,0.2,1.0,1.0,0.6666666666666666,0.6666666666666666,-0.965974764952833,-0.8401852706560153,1.2738158702222242,-0.7647130532969382,1.4547747663930872,-0.8688051252204115,1.0010005005003753,0.9978024146847653,0.4650196010693057,0.45173196587325604
100557.35,84026.35,0,1,0,2,0,1,0,2,0.407847634959494,0.2690792802434472,0.0,1.0,0.0,0.4,0.0,1.0,0.0,0.6666666666666666,0.6465727840417088,0.12695108268214353,-0.7850428177076678,1.307680045068748,-1.472573041062417,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,0.45173196587325604
43155.39,154497.75,0,1,5,3,1,0,0,2,0.17502537635406465,0.49476708997155466,0.0,1.0,1.0,0.6000000000000001,1.0,0.0,0.0,0.6666666666666666,-0.4054995942672392,1.2240036166004828,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.30851735627618226,1.0010005005003753,-1.002202425332804,-1.3269634473673253,0.45173196587325604
85424.1,200173.09,0,0,5,5,0,0,1,1,0.3464671969911631,0.6410444087588445,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3692081379731097,1.9350473518545246,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,1.4858398377727762,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,-0.43628054812960637
79114.98,66545.66,0,1,3,3,0,1,3,0,0.320877416290074,0.2130965888447233,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,1.0,1.0,0.0,0.25357356933753417,-0.14517683387891495,-0.7850428177076678,1.307680045068748,0.28383564341088563,0.30851735627618226,-0.9990004995003746,0.9978024146847653,1.3610111252876211,-1.3242930621324687
81108.76,48187.65,0,1,4,1,1,1,0,2,0.32896418480394235,0.15430424091539743,0.0,1.0,0.8,0.2,1.0,1.0,0.0,0.6666666666666666,0.29011589065243026,-0.43096229277710935,-0.7850428177076678,1.307680045068748,0.8693052049019865,-0.8688051252204115,1.0010005005003753,0.9978024146847653,-1.3269634473673253,0.45173196587325604
16388.21,93251.98,0,0,2,2,0,0,1,2,0.06645773678046689,0.29862477285551275,0.0,0.0,0.4,0.4,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.8960927852179263,0.27056963955050484,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,-0.28014388447211463,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,0.45173196587325604
15344.08,125135.87,0,1,2,0,1,0,0,2,0.062222747158550036,0.40073435631365195,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.6666666666666666,-0.9152297682123001,0.7669171268385905,-0.7850428177076678,1.307680045068748,-0.3016339180802152,-1.4574663659687084,1.0010005005003753,-1.002202425332804,-1.3269634473673253,0.45173196587325604
17277.27,13468.59,1,0,0,2,0,1,0,3,0.07006376272863561,0.04311489875363044,1.0,0.0,0.0,0.4,0.0,1.0,0.0,1.0,-0.879797950186869,-0.9714458470737866,1.2738158702222242,-0.7647130532969382,-1.472573041062417,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,1.3397444798761184
111295.4,48433.04,0,0,4,3,1,0,1,3,0.45140114870742226,0.15509011336335762,0.0,0.0,0.8,0.6000000000000001,1.0,0.0,0.3333333333333333,1.0,0.84338149583309,-0.427142222205243,-0.7850428177076678,-0.7647130532969382,0.8693052049019865,0.30851735627618226,1.0010005005003753,-1.002202425332804,-0.43097192314900984,1.3397444798761184
7829.2,641.5,0,0,2,5,1,0,2,1,0.03174240581221328,0.002035569447198188,0.0,0.0,0.4,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.0529637005432928,-1.1711295710710192,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,1.4858398377727762,1.0010005005003753,-1.002202425332804,0.4650196010693057,-0.43628054812960637
17482.58,106271.78,0,0,4,2,0,1,1,0,0.07089649976260241,0.34032126455424466,0.0,0.0,0.8,0.4,0.0,1.0,0.3333333333333333,0.0,-0.8760349954029102,0.47325334643173605,-0.7850428177076678,-0.7647130532969382,0.8693052049019865,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,-1.3242930621324687
22149.46,125557.93,1,0,3,4,0,1,0,3,0.08982535763157597,0.40208602233666046,1.0,0.0,0.6000000000000001,0.8,0.0,1.0,0.0,1.0,-0.7904996662803078,0.7734874800948841,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.8971785970244792,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,1.3397444798761184
60016.1,23909.61,0,0,3,1,1,1,0,0,0.24341238933918133,0.07655273218857518,0.0,0.0,0.6000000000000001,0.2,1.0,1.0,0.0,0.0,-0.09647378278488807,-0.8089068958440386,-0.7850428177076678,-0.7647130532969382,0.28383564341088563,-0.8688051252204115,1.0010005005003753,0.9978024146847653,-1.3269634473673253,-1.3242930621324687
38858.01,91457.84,0,0,4,3,1,1,0,0,0.15759520989832343,0.2928789592780106,0.0,0.0,0.8,0.6000000000000001,1.0,1.0,0.0,0.0,-0.4842626678120677,0.24263964478377326,-0.7850428177076678,-0.7647130532969382,0.8693052049019865,0.30851735627618226,1.0010005005003753,0.9978024146847653,-1.3269634473673253,-1.3242930621324687
157481.79,53980.68,0,0,0,0,0,0,1,1,0.6387330732032273,0.1728566785339096,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6898930987958567,-0.3407802013107136,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,-1.4574663659687084,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,-0.43628054812960637
1532.94,9866.13,0,0,3,4,0,0,1,3,0.006204785250702479,0.03157785951454738,0.0,0.0,0.6000000000000001,0.8,0.0,0.0,0.3333333333333333,1.0,-1.1683625690253356,-1.0275265815467707,-0.7850428177076678,-0.7647130532969382,0.28383564341088563,0.8971785970244792,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,1.3397444798761184
62968.92,21238.6,0,1,3,3,1,1,0,3,0.2553890225700899,0.06799870322559343,0.0,1.0,0.6000000000000001,0.6000000000000001,1.0,1.0,0.0,1.0,-0.0423540217154363,-0.8504874276430553,-0.7850428177076678,1.307680045068748,0.28383564341088563,0.30851735627618226,1.0010005005003753,0.9978024146847653,-1.3269634473673253,1.3397444798761184
122434.13,164992.12,1,0,3,1,1,1,2,2,0.49657981989906896,0.52837577916712,1.0,0.0,0.6000000000000001,0.2,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0475339352696744,1.3873730856386541,1.2738158702222242,-0.7647130532969382,0.28383564341088563,-0.8688051252204115,1.0010005005003753,0.9978024146847653,0.4650196010693057,0.45173196587325604
23004.47,28367.88,0,0,5,2,0,1,3,3,0.09329327683381626,0.0908305412214102,0.0,0.0,1.0,0.4,0.0,1.0,1.0,1.0,-0.7748289051394349,-0.7395034726057871,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,1.3610111252876211,1.3397444798761184
49356.87,46918.92,1,0,4,0,0,0,3,1,0.20017856938608652,0.15024107635734493,1.0,0.0,0.8,0.0,0.0,0.0,1.0,0.3333333333333333,-0.29183786890741914,-0.45071304927347833,1.2738158702222242,-0.7647130532969382,0.8693052049019865,-1.4574663659687084,-0.9990004995003746,-1.002202425332804,1.3610111252876211,-0.43628054812960637
111682.12,30130.22,0,0,0,1,1,1,3,1,0.45296968441330915,0.0964745138769305,0.0,0.0,0.0,0.2,1.0,1.0,1.0,0.3333333333333333,0.8504693623473978,-0.712068519381846,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,-0.8688051252204115,1.0010005005003753,0.9978024146847653,1.3610111252876211,-0.43628054812960637
19658.44,5872.24,0,0,5,0,0,0,3,0,0.07972178446732693,0.018787248197119442,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8361554824896351,-1.0897008415258702,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-1.4574663659687084,-0.9990004995003746,-1.002202425332804,1.3610111252876211,-1.3242930621324687
40980.83,52.92,1,0,0,1,0,1,1,0,0.16620536444727574,0.00015061567801282359,1.0,0.0,0.0,0.2,0.0,1.0,0.3333333333333333,0.0,-0.4453552805709038,-1.1802921984689945,1.2738158702222242,-0.7647130532969382,-1.472573041062417,-0.8688051252204115,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,-1.3242930621324687
104469.63,118049.89,0,0,5,0,1,0,3,3,0.42371583642677574,0.37804118850405577,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7182776826934366,0.6566072378014113,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-1.4574663659687084,1.0010005005003753,-1.002202425332804,1.3610111252876211,1.3397444798761184
60423.72,43162.34,0,1,3,3,0,0,2,0,0.24506569541187895,0.13821046092656855,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.6666666666666666,0.0,-0.08900285770068717,-0.5091930228211439,-0.7850428177076678,1.307680045068748,0.28383564341088563,0.30851735627618226,-0.9990004995003746,-1.002202425332804,0.4650196010693057,-1.3242930621324687
212330.54,6660.27,1,0,1,0,0,0,0,1,0.8611995161031655,0.021310949509993043,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,2.69516983254803,-1.0774333073445759,1.2738158702222242,-0.7647130532969382,-0.8871034795713161,-1.4574663659687084,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,-0.43628054812960637
47695.07,59460.49,1,0,3,0,1,1,2,1,0.1934383112250324,0.19040601509634741,1.0,0.0,0.6000000000000001,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,-0.3222956072542249,-0.2554741133673628,1.2738158702222242,-0.7647130532969382,0.28383564341088563,-1.4574663659687084,1.0010005005003753,0.9978024146847653,0.4650196010693057,-0.43628054812960637
5740.78,28335.5,1,0,4,3,0,0,0,2,0.02327177760863363,0.0907268428234928,1.0,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.6666666666666666,-1.0912405990378384,-0.7400075432081631,1.2738158702222242,-0.7647130532969382,0.8693052049019865,0.30851735627618226,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,0.45173196587325604
509.66,17042.18,0,0,0,1,0,0,3,1,0.0020543631956757217,0.054559480526750706,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.3333333333333333,-1.1871174098578783,-0.9158145418253419,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,-0.8688051252204115,-0.9990004995003746,-1.002202425332804,1.3610111252876211,-0.43628054812960637
36496.0,90908.83,1,0,4,2,1,0,2,0,0.14801490108920592,0.29112073020325363,1.0,0.0,0.8,0.4,1.0,0.0,0.6666666666666666,0.0,-0.5275539679399643,0.23409301719234607,1.2738158702222242,-0.7647130532969382,0.8693052049019865,-0.28014388447211463,1.0010005005003753,-1.002202425332804,0.4650196010693057,-1.3242930621324687
34997.4,8530.16,1,0,4,0,0,1,2,3,0.14193658186898947,0.02729935584976337,1.0,0.0,0.8,0.0,0.0,1.0,0.6666666666666666,1.0,-0.5550205503725815,-1.0483240862612915,1.2738158702222242,-0.7647130532969382,0.8693052049019865,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,0.4650196010693057,1.3397444798761184
98845.66,112443.36,1,0,2,2,0,1,3,2,0.4009050230376654,0.36008602547515434,1.0,0.0,0.4,0.4,0.0,1.0,1.0,0.6666666666666666,0.6152006537306943,0.5693284560120728,1.2738158702222242,-0.7647130532969382,-0.3016339180802152,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,1.3610111252876211,0.45173196587325604
50995.04,126995.6,1,0,0,4,0,1,1,0,0.2068229843046652,0.40669022479910355,1.0,0.0,0.0,0.8,0.0,1.0,0.3333333333333333,0.0,-0.26181322501068865,0.7958681837056879,1.2738158702222242,-0.7647130532969382,-1.472573041062417,0.8971785970244792,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,-1.3242930621324687
55030.6,6899.41,1,0,5,4,1,0,3,3,0.22319120925617775,0.02207680605347564,1.0,0.0,1.0,0.8,1.0,0.0,1.0,1.0,-0.1878488306414292,-1.0737105326734153,1.2738158702222242,-0.7647130532969382,1.4547747663930872,0.8971785970244792,1.0010005005003753,-1.002202425332804,1.3610111252876211,1.3397444798761184
129857.21,89831.39,1,0,2,5,1,0,1,0,0.5266878205911846,0.28767018042400344,1.0,0.0,0.4,1.0,1.0,0.0,0.3333333333333333,0.0,1.183585342398936,0.21732013795133515,1.2738158702222242,-0.7647130532969382,-0.3016339180802152,1.4858398377727762,1.0010005005003753,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
